,App,SHA,TestFilePath,ReplaceNOToperator,isReplaceNOToperator,prediction
690,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,consensus/ratis/TestUtils.java,0.0,False,False
706,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,flink/util/TSFileConfigUtilCompletenessTest.java,0.0,False,False
734,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,confignode/persistence/ClusterSchemaInfoTest.java,0.0,False,True
735,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,confignode/persistence/AuthorInfoTest.java,0.0,False,True
749,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,confignode/procedure/impl/node/RemoveConfigNodeProcedureTest.java,0.0,False,False
755,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,confignode/procedure/TestProcedureExecutor.java,0.0,False,False
756,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,confignode/procedure/TestLockRegime.java,0.0,False,True
773,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,hive/TsFileDeserializerTest.java,0.0,False,False
781,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/file/metadata/statistics/IntegerStatisticsTest.java,0.0,False,True
782,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/file/metadata/statistics/StringStatisticsTest.java,0.0,False,True
784,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/file/metadata/statistics/DoubleStatisticsTest.java,0.0,False,True
787,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/constant/TestConstant.java,0.0,False,False
788,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/utils/BitMapTest.java,0.0,False,True
798,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/utils/BloomFilterTest.java,0.0,False,True
818,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/read/query/timegenerator/TimeGeneratorReadEmptyTest.java,0.0,False,True
824,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/read/TsFileSequenceReaderTest.java,0.0,False,True
825,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/read/common/FieldTest.java,0.0,False,False
831,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/read/TimePlainEncodeReadTest.java,0.0,False,True
868,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/write/writer/TestTsFileOutput.java,0.0,False,False
873,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/encoding/bitpacking/LongPackerTest.java,0.0,False,True
876,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,tsfile/encoding/decoder/regular/RegularDataEncoderIntegerTest.java,0.0,False,True
899,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,db/utils/TypeInferenceUtilsTest.java,0.0,False,True
941,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,db/engine/memtable/PrimitiveMemTableTest.java,0.0,False,True
959,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,db/engine/compaction/utils/MultiTsFileDeviceIteratorTest.java,0.0,False,True
963,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,db/engine/compaction/cross/RewriteCrossSpaceCompactionRecoverTest.java,0.0,False,True
970,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,db/engine/compaction/cross/CrossSpaceCompactionWithReadPointPerformerValidationTest.java,0.0,False,True
997,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,db/engine/compaction/ReadChunkInnerCompactionTest.java,0.0,False,True
1009,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,db/metric/MetricServiceTest.java,0.0,False,True
1011,apache/iotdb,d123b8e5ce8b23144107f41d1e1b115314d47ee0,db/conf/directories/strategy/DirectoryStrategyTest.java,0.0,False,True
1024,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,consensus/ratis/SnapshotTest.java,0.0,False,True
1039,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,hadoop/tsfile/TSFInputSplitTest.java,0.0,False,False
1045,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,db/it/sync/SyncTransportTest.java,0.0,False,False
1053,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,jdbc/IoTDBJDBCResultSetTest.java,0.0,False,True
1059,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,confignode/persistence/PartitionInfoTest.java,0.0,False,True
1071,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,confignode/procedure/impl/DeactivateTemplateProcedureTest.java,0.0,False,False
1077,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,confignode/procedure/impl/DropTriggerProcedureTest.java,0.0,False,False
1090,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,confignode/manager/partition/RegionGroupCacheTest.java,0.0,False,True
1099,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,confignode/manager/ClusterSchemaManagerTest.java,0.0,False,False
1112,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/file/metadata/statistics/IntegerStatisticsTest.java,0.0,False,True
1113,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/file/metadata/statistics/StringStatisticsTest.java,0.0,False,True
1134,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/read/filter/IExpressionOptimizerTest.java,0.0,False,True
1138,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/read/filter/FilterSerializeTest.java,0.0,False,True
1151,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/read/query/timegenerator/TimeGeneratorTest.java,0.0,False,True
1163,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/read/ReadInPartitionTest.java,0.0,False,True
1167,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/read/reader/ReaderTest.java,0.0,False,True
1174,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/common/block/RunLengthColumnEncoderTest.java,0.0,False,False
1197,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/write/writer/PageWriterTest.java,0.0,False,True
1201,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/write/writer/TsFileIOWriterMemoryControlTest.java,0.0,False,True
1202,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/encoding/bitpacking/IntPackerTest.java,0.0,False,True
1207,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/encoding/decoder/regular/RegularDataEncoderLongTest.java,0.0,False,True
1210,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/encoding/decoder/DictionaryDecoderTest.java,0.0,False,True
1213,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,tsfile/encoding/decoder/BitmapDecoderTest.java,0.0,False,True
1228,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,db/utils/TypeInferenceUtilsTest.java,0.0,False,True
1235,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,db/utils/datastructure/TimeSelectorTest.java,0.0,False,True
1243,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,db/utils/OpenFileNumUtilTest.java,0.0,False,True
1259,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,db/query/udf/datastructure/SerializableBooleanTVListTest.java,0.0,False,False
1273,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,db/engine/StorageEngineTest.java,0.0,False,False
1304,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,db/engine/compaction/inner/sizetiered/SizeTieredCompactionSelectorTest.java,0.0,False,True
1312,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,db/engine/compaction/inner/InnerCompactionMoreDataTest.java,0.0,False,True
1327,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,db/engine/compaction/recover/SizeTieredCompactionRecoverTest.java,0.0,False,True
1332,apache/iotdb,807ec8b9e8006113d941ca7acd2c0a2f28829428,db/engine/settle/SettleRequestHandlerTest.java,0.0,False,True
1342,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,itbase/category/ClusterTest.java,0.0,False,False
1382,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,confignode/persistence/partition/statistics/RegionGroupStatisticsTest.java,0.0,False,True
1386,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,confignode/persistence/TriggerInfoTest.java,0.0,False,False
1390,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,confignode/persistence/AuthorInfoTest.java,0.0,False,True
1408,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,confignode/procedure/entity/TestProcedureFactory.java,0.0,False,False
1409,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,confignode/procedure/store/TestProcedureStore.java,0.0,False,True
1415,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,confignode/manager/hash/DeviceGroupHashExecutorManualTest.java,0.0,False,False
1420,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,confignode/manager/load/balancer/router/leader/GreedyLeaderBalancerTest.java,0.0,False,True
1422,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,confignode/manager/load/balancer/router/leader/MinCostFlowLeaderBalancerTest.java,0.0,False,True
1431,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/file/metadata/TsFileMetadataTest.java,0.0,False,False
1432,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/file/metadata/utils/TestHelper.java,0.0,False,False
1441,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/file/metadata/TimeseriesMetadataTest.java,0.0,False,False
1446,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/utils/ReadWriteIOUtilsTest.java,0.0,False,False
1448,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/utils/ReadWriteForEncodingUtilsTest.java,0.0,False,False
1455,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/utils/TsPrimitiveTypeTest.java,0.0,False,False
1457,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/utils/BytesUtilsTest.java,0.0,False,True
1462,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/read/filter/FilterSerializeTest.java,0.0,False,True
1466,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/read/TsFileRestorableReaderTest.java,0.0,False,True
1472,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/read/query/timegenerator/TimeGeneratorReadEmptyTest.java,0.0,False,True
1484,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/read/MeasurementChunkMetadataListMapIteratorTest.java,0.0,False,True
1491,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/read/reader/ReaderTest.java,0.0,False,True
1494,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/common/block/Int64ArrayColumnEncoderTest.java,0.0,False,True
1514,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/write/TsFileReadWriteTest.java,0.0,False,True
1529,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/encoding/decoder/LongRleDecoderTest.java,0.0,False,True
1536,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/encoding/decoder/BitmapDecoderTest.java,0.0,False,True
1538,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/encoding/decoder/IntRleDecoderTest.java,0.0,False,True
1542,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/encoding/SDTEncoderTest.java,0.0,False,True
1544,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,tsfile/compress/LZ4Test.java,0.0,False,False
1548,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,db/utils/TsFileRewriteToolTest.java,0.0,False,True
1554,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,db/utils/TypeInferenceUtilsTest.java,0.0,False,True
1555,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,db/utils/windowing/SlidingTimeWindowEvaluationHandlerTest.java,0.0,False,True
1556,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,db/utils/windowing/SlidingSizeWindowEvaluationHandlerTest.java,0.0,False,False
1562,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,db/utils/datastructure/BinaryTVListTest.java,0.0,False,True
1574,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,db/tools/TsFileSelfCheckToolTest.java,0.0,False,True
1576,apache/iotdb,ff6de906748d9ddc1a3b40a768c3de69fecc6733,db/tools/WalCheckerTest.java,0.0,False,True
1590,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,consensus/iot/IoTConsensusTest.java,0.0,False,True
1594,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,flink/tsfile/RowTsFileInputFormatTest.java,0.0,False,True
1596,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,flink/tsfile/RowTSRecordOutputFormatIntegrationTest.java,0.0,False,False
1600,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,hadoop/tsfile/constant/TestConstant.java,0.0,False,False
1602,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,schema-engine-rocksdb/src/test/org.apache.iotdb.db/metadata/rocksdb/RSchemaRegionAdvancedTest.java,0.0,False,False
1612,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,jdbc/IoTDBPreparedStatementTest.java,0.0,False,False
1621,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,confignode/persistence/ClusterSyncInfoTest.java,0.0,False,False
1622,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,confignode/persistence/CQInfoTest.java,0.0,False,False
1633,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,confignode/procedure/impl/statemachine/RegionMigrateProcedureTest.java,0.0,False,False
1634,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,confignode/procedure/impl/DeleteStorageGroupProcedureTest.java,0.0,False,False
1642,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,confignode/procedure/impl/node/RemoveDataNodeProcedureTest.java,0.0,False,False
1651,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,confignode/manager/partition/RegionGroupCacheTest.java,0.0,False,True
1653,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,confignode/manager/load/balancer/region/GreedyRegionGroupAllocatorTest.java,0.0,False,True
1655,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,confignode/manager/load/balancer/router/priority/LeaderPriorityBalancerTest.java,0.0,False,True
1662,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,hive/constant/TestConstant.java,0.0,False,False
1665,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,hive/TSFHiveInputFormatTest.java,0.0,False,False
1673,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,library/anomaly/AnomalyTests.java,0.0,False,False
1693,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,tsfile/utils/RecordUtilsTest.java,0.0,False,True
1695,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,tsfile/utils/FileUtilsTest.java,0.0,False,True
1698,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,tsfile/utils/FilePathUtilsTest.java,0.0,False,True
1711,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,tsfile/read/ExpressionTest.java,0.0,False,False
1717,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,tsfile/read/query/timegenerator/ReaderByTimestampTest.java,0.0,False,True
1754,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,tsfile/write/TsFileIOWriterTest.java,0.0,False,True
1757,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,tsfile/write/TsFileWriteApiTest.java,0.0,False,True
1758,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,tsfile/write/TsFileReadWriteTest.java,0.0,False,True
1782,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,tsfile/encoding/decoder/IntRleDecoderTest.java,0.0,False,True
1784,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,tsfile/encoding/decoder/FreqDecoderTest.java,0.0,False,True
1796,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,db/utils/EncodingInferenceUtilsTest.java,0.0,False,False
1804,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,db/utils/datastructure/VectorTVListTest.java,0.0,False,True
1816,apache/iotdb,fbbca3ffa3d54b2757c22502f7211b5a2be72c96,db/tools/SchemaFileSketchTest.java,0.0,False,True
1822,apache/iotdb,3a23f3e4d76ba24edb66c606538c0951f871e35f,session/pool/SessionPoolTest.java,0.0,False,True
1834,apache/iotdb,3a23f3e4d76ba24edb66c606538c0951f871e35f,consensus/multileader/RecoveryTest.java,0.0,False,False
1856,apache/iotdb,3a23f3e4d76ba24edb66c606538c0951f871e35f,jdbc/IoTDBResultMetadataTest.java,0.0,False,True
1876,apache/iotdb,3a23f3e4d76ba24edb66c606538c0951f871e35f,confignode/procedure/env/TestConfigNodeEnv.java,0.0,False,False
1887,apache/iotdb,3a23f3e4d76ba24edb66c606538c0951f871e35f,confignode/manager/load/balancer/region/GreedyRegionAllocatorTest.java,0.0,False,True
1892,apache/iotdb,3a23f3e4d76ba24edb66c606538c0951f871e35f,hive/constant/TestConstant.java,0.0,False,False
1899,apache/iotdb,3a23f3e4d76ba24edb66c606538c0951f871e35f,library/series/SeriesTest.java,0.0,False,False
1901,apache/iotdb,3a23f3e4d76ba24edb66c606538c0951f871e35f,library/frequency/FrequencyTests.java,0.0,False,True
1903,apache/iotdb,3a23f3e4d76ba24edb66c606538c0951f871e35f,library/anomaly/AnomalyTests.java,0.0,False,False
